position,author_name,link,volgers,favorieten,gelezen,aanhetlezen,wiliklezen,favoriet,recensies,artikelen,newsroom,spots,topics
247,Jeroen Brouwers,https://www.hebban.nl/auteur/jeroen-brouwers,72,208,3162,94,1188,208,114,7,4,9,
248,Liza Marklund,https://www.hebban.nl/auteur/liza-marklund,231,48,1886,24,734,48,64,4,,1,
249,Myrthe van der Meer,https://www.hebban.nl/auteur/myrthe-van-der-meer,153,126,2461,64,848,126,104,16,2,4,
250,Maarten 't Hart,https://www.hebban.nl/auteur/maarten-t-hart-2,127,152,4811,84,933,151,109,3,5,4,
251,Gena Showalter,https://www.hebban.nl/auteur/gena-showalter,106,173,1540,57,1621,173,97,4,,19,
252,Astrid Holleeder,https://www.hebban.nl/auteur/astrid-holleeder,82,195,5098,234,1338,195,113,2,21,1,1
253,Kathy Reichs,https://www.hebban.nl/auteur/kathy-reichs,236,41,1710,22,1093,41,89,5,1,,
254,Yuval Noah Harari,https://www.hebban.nl/auteur/yuval-noah-harari,37,237,1912,553,2249,237,69,,1,2,
255,Dean Koontz,https://www.hebban.nl/auteur/dean-koontz,153,120,3475,46,1575,120,128,,2,2,
256,Neil Gaiman,https://www.hebban.nl/auteur/neil-gaiman,94,179,1865,77,1155,178,100,12,2,51,
257,Eva García Sáenz de Urturi,https://www.hebban.nl/auteur/eva-garcia-saenz-de-urturi,49,222,3344,155,3098,222,120,2,,3,
258,Charlotte de Monchy,https://www.hebban.nl/auteur/charlotte-de-monchy,93,178,3575,63,1960,178,126,1,,27,
259,Bruno Buteneers,https://www.hebban.nl/auteur/bruno-buteneers,59,210,93,5,80,210,18,2,,,
260,Åke Edwardson,https://www.hebban.nl/auteur/ake-edwardson,211,58,1271,33,701,59,74,1,,,
261,Clive Cussler,https://www.hebban.nl/auteur/clive-cussler,129,140,2786,61,1016,140,104,1,1,3,
262,Raymond Elias Feist,https://www.hebban.nl/auteur/raymond-elias-feist,87,179,3079,26,633,178,51,2,,9,
263,Lev Nikolajevitsj Tolstoj,https://www.hebban.nl/auteur/lev-nikolajevitsj-tolstoj,35,231,1902,114,996,222,70,1,,26,1
264,Niccolò Ammaniti,https://www.hebban.nl/auteur/niccolo-ammaniti,104,161,3123,43,808,161,140,4,,3,
265,Patrick Rothfuss,https://www.hebban.nl/auteur/patrick-rothfuss,73,190,735,36,622,190,25,3,,14,
266,Yrsa Sigurdardottir,https://www.hebban.nl/auteur/yrsa-sigurdardottir,187,76,2925,120,3092,76,191,10,,10,
267,Corina Bomann,https://www.hebban.nl/auteur/corina-bomann,73,189,4074,271,4004,189,107,,,42,
268,Brandon Sanderson,https://www.hebban.nl/auteur/brandon-sanderson,86,175,1385,75,908,174,42,5,,29,
269,Deborah Harkness,https://www.hebban.nl/auteur/deborah-harkness,65,192,982,39,655,192,19,7,,7,
270,Lieneke Dijkzeul,https://www.hebban.nl/auteur/lieneke-dijkzeul,198,55,3361,47,1314,55,210,8,,1,
271,Tomas Ross,https://www.hebban.nl/auteur/tomas-ross,191,61,2158,88,1516,61,177,48,2,13,1
272,Jaap Robben,https://www.hebban.nl/auteur/jaap-robben,83,169,2927,76,1120,171,99,13,6,7,
273,Steve Cavanagh,https://www.hebban.nl/auteur/steve-cavanagh,75,177,2955,126,3575,177,158,1,1,6,
274,Escober,https://www.hebban.nl/auteur/escober,181,70,1190,23,581,70,80,8,1,2,
275,Hanna Bervoets,https://www.hebban.nl/auteur/hanna-bervoets,161,89,1832,71,1006,89,128,13,19,17,1
276,Heleen van der Kemp,https://www.hebban.nl/auteur/heleen-van-der-kemp,223,26,928,14,597,26,176,13,,1,
277,Ish Ait Hamou,https://www.hebban.nl/auteur/ish-ait-hamou,35,214,1984,55,1277,214,90,,1,8,
278,Robin Cook,https://www.hebban.nl/auteur/robin-cook,147,102,3152,37,1256,102,80,2,,3,
279,Ian McEwan,https://www.hebban.nl/auteur/ian-mcewan,87,161,2465,43,917,161,108,5,1,11,
280,Justin Cronin,https://www.hebban.nl/auteur/justin-cronin,89,159,1156,51,759,159,107,5,,18,
281,Clare Mackintosh,https://www.hebban.nl/auteur/clare-mackintosh,106,142,3125,67,2274,142,192,5,,4,
282,Sandra J. Paul,https://www.hebban.nl/auteur/sandra-j-paul,141,106,1380,60,2253,106,412,1,,8,
283,Smart Translations ,https://www.hebban.nl/auteur/smart-translations,0,247,0,0,0,0,0,,,,
284,Louis Couperus,https://www.hebban.nl/auteur/louis-couperus,48,199,3246,35,439,193,43,5,,23,
285,P.C. Cast,https://www.hebban.nl/auteur/pc-cast,64,177,2586,49,1382,177,50,,,1,
286,Tom Lanoye,https://www.hebban.nl/auteur/tom-lanoye,89,152,2116,37,598,152,46,5,3,8,
287,Ilse Ruijters,https://www.hebban.nl/auteur/ilse-ruijters,178,61,1825,47,1533,61,228,21,1,12,
288,Sylvia Day,https://www.hebban.nl/auteur/sylvia-day,97,142,2821,59,1159,142,29,6,,8,
289,Rainbow Rowell,https://www.hebban.nl/auteur/rainbow-rowell,44,195,1252,39,661,195,62,2,,17,
290,Astrid Harrewijn,https://www.hebban.nl/auteur/astrid-harrewijn,149,89,3203,28,1656,89,237,9,,36,
291,Astrid Lindgren,https://www.hebban.nl/auteur/astrid-lindgren,32,205,2824,16,342,205,37,1,1,22,
292,Helen Fields,https://www.hebban.nl/auteur/helen-fields,68,169,2821,117,3073,169,167,3,,2,
293,Juliet Marillier,https://www.hebban.nl/auteur/juliet-marillier,66,170,1705,31,763,170,47,2,,14,
294,Michael Grant,https://www.hebban.nl/auteur/michael-grant,62,173,2181,65,1423,173,94,2,,6,
295,Pierre Lemaitre,https://www.hebban.nl/auteur/pierre-lemaitre,107,128,1784,44,1257,128,163,4,,7,1
296,Mirjam Hildebrand,https://www.hebban.nl/auteur/mirjam-hildebrand,207,27,444,13,465,27,120,4,1,11,
297,Anna Enquist,https://www.hebban.nl/auteur/anna-enquist,118,116,2526,39,492,116,49,2,2,2,
298,Rutger Bregman,https://www.hebban.nl/auteur/rutger-bregman,23,211,2616,461,2558,211,78,1,6,,
299,Holly Black,https://www.hebban.nl/auteur/holly-black,53,181,1993,88,1980,181,117,1,,21,
300,Hilary Mantel,https://www.hebban.nl/auteur/hilary-mantel,84,150,1278,111,1420,150,126,6,3,11,
301,Patty van Delft,https://www.hebban.nl/auteur/patty-van-delft,119,114,598,14,536,114,79,5,1,6,
302,Charles Lewinsky,https://www.hebban.nl/auteur/charles-lewinsky,65,166,1921,58,899,166,65,5,,3,
303,Sophie Hannah,https://www.hebban.nl/auteur/sophie-hannah,166,65,2126,45,1747,65,194,8,2,9,
304,Hella S. Haasse,https://www.hebban.nl/auteur/hella-s-haasse-2,49,182,4191,39,595,182,64,4,1,12,
305,Angelique Haak,https://www.hebban.nl/auteur/angelique-haak,105,124,2378,96,2266,124,220,1,,2,
306,Annet Schaap,https://www.hebban.nl/auteur/schaap-annet,25,204,2348,57,625,205,69,5,10,11,
307,Johan Harstad,https://www.hebban.nl/auteur/johan-harstad,27,198,1122,155,1138,198,59,1,1,18,
308,Jodi Ellen Malpas,https://www.hebban.nl/auteur/jodi-ellen-malpas,66,157,1714,41,606,156,39,2,,5,
309,Marieke Lucas Rijneveld,https://www.hebban.nl/auteur/marieke-lucas-rijneveld,48,174,3033,268,2087,174,208,3,10,13,
310,J.D. Robb,https://www.hebban.nl/auteur/jd-robb,116,106,2386,41,1704,105,57,,,8,
311,Kim ten Tusscher,https://www.hebban.nl/auteur/kim-ten-tusscher,196,24,312,11,348,24,63,3,,15,
312,Kris Van Steenberge,https://www.hebban.nl/auteur/kris-van-steenberge,32,188,978,26,505,186,45,1,,19,
313,Jo Claes,https://www.hebban.nl/auteur/jo-claes,109,111,2196,39,1026,110,126,11,3,12,1
314,Lisa Jackson,https://www.hebban.nl/auteur/lisa-jackson,144,75,1256,24,597,72,100,1,,1,
315,Robert Jordan,https://www.hebban.nl/auteur/robert-jordan,60,158,2069,72,815,158,35,3,,10,
316,Annie M.G. Schmidt,https://www.hebban.nl/auteur/annie-mg-schmidt,55,163,5103,32,309,163,58,4,4,23,
317,Tami Hoag,https://www.hebban.nl/auteur/tami-hoag,170,46,1295,39,751,46,90,1,,,
318,Isa Hoes,https://www.hebban.nl/auteur/isa-hoes,96,119,2503,47,452,119,65,10,4,4,
319,Ruth Ware,https://www.hebban.nl/auteur/ruth-ware,122,93,3852,88,2804,93,195,5,2,9,
320,Alex Kava,https://www.hebban.nl/auteur/alex-kava,149,66,1516,22,625,66,143,4,,,
321,Diney Costeloe,https://www.hebban.nl/auteur/diney-costeloe,57,158,2603,96,2406,158,152,2,,14,
322,Tamara Haagmans,https://www.hebban.nl/auteur/tamara-haagmans,155,58,1286,14,1062,58,126,1,1,32,
323,Robyn Carr,https://www.hebban.nl/auteur/robyn-carr,75,136,4519,124,2284,131,137,6,,11,
324,Rebecca Yarros,https://www.hebban.nl/auteur/rebecca-yarros,60,151,2070,26,1284,151,167,5,,14,
325,Estelle Maskame,https://www.hebban.nl/auteur/estelle-maskame,31,176,1451,24,573,176,34,1,,16,
326,Pascal Mercier,https://www.hebban.nl/auteur/pascal-mercier,35,171,1620,93,715,169,53,1,1,1,
327,Sarah Pinborough,https://www.hebban.nl/auteur/sarah-pinborough-2,73,133,2671,93,2354,133,273,7,1,12,
328,S.K. Tremayne,https://www.hebban.nl/auteur/sk-tremayne,87,117,2189,51,1124,117,94,3,1,2,
329,Naomi Novik,https://www.hebban.nl/auteur/naomi-novik,57,147,1393,62,1225,147,92,7,1,26,
330,Steve Berry,https://www.hebban.nl/auteur/steve-berry,125,79,1812,33,885,79,59,,,3,
331,Fredrik Backman,https://www.hebban.nl/auteur/fredrik-backman,42,161,1661,43,1162,161,112,1,,21,
332,Maren Stoffels,https://www.hebban.nl/auteur/maren-stoffels,60,142,1716,37,835,142,91,3,2,11,
333,Jeroen Windmeijer,https://www.hebban.nl/auteur/jeroen-windmeijer,134,68,1780,106,2230,68,229,17,6,13,
334,Jilliane Hoffman,https://www.hebban.nl/auteur/jilliane-hoffman,122,80,2230,86,1863,80,128,1,,2,
335,Geronimo Stilton,https://www.hebban.nl/auteur/geronimo-stilton,21,179,1756,38,699,179,40,2,1,9,1
336,Jay Kristoff,https://www.hebban.nl/auteur/jay-kristoff,44,156,856,35,1183,156,53,5,,49,1
337,Tom Rob Smith,https://www.hebban.nl/auteur/tom-rob-smith,63,137,1546,30,585,137,77,3,,3,
338,Rosamund Lupton,https://www.hebban.nl/auteur/rosamund-lupton,104,96,2623,80,1395,96,112,1,1,2,
339,Tessa de Loo,https://www.hebban.nl/auteur/tessa-de-loo,73,127,3681,36,557,127,58,3,2,5,
340,Ellen De Vriend,https://www.hebban.nl/auteur/ellen-de-vriend,169,30,1212,17,673,30,120,,1,1,
341,Jacques Vriens,https://www.hebban.nl/auteur/jacques-vriens,107,92,2356,21,567,92,94,12,5,6,
342,Thomas Rosenboom,https://www.hebban.nl/auteur/thomas-rosenboom,50,149,1857,26,339,149,43,,,7,
343,Marianne Fredriksson,https://www.hebban.nl/auteur/marianne-fredriksson,53,146,3205,25,395,146,43,,,4,
344,Rachel Renée Russell,https://www.hebban.nl/auteur/rachel-renee-russell-2,17,182,652,31,156,182,11,2,2,3,
345,Oek de Jong,https://www.hebban.nl/auteur/oek-de-jong,43,155,2218,106,1087,155,65,3,3,4,
346,Esther Gerritsen,https://www.hebban.nl/auteur/esther-gerritsen,131,67,2579,59,860,67,132,19,5,8,
347,Ruth Rendell,https://www.hebban.nl/auteur/ruth-rendell,156,42,1906,30,1013,42,104,8,,3,
348,Wilbur Smith,https://www.hebban.nl/auteur/wilbur-smith,75,122,1875,57,744,122,39,,,5,
349,Paulien Cornelisse,https://www.hebban.nl/auteur/paulien-cornelisse,97,100,3492,113,889,100,105,11,4,10,
350,John Tiffany,https://www.hebban.nl/auteur/john-tiffany,3,193,2234,58,637,193,30,,,1,
351,Susan Smit,https://www.hebban.nl/auteur/susan-smit,107,88,1867,64,1011,88,104,9,,4,
352,Jens Lapidus,https://www.hebban.nl/auteur/jens-lapidus,133,62,1445,35,907,62,83,11,,3,
353,Sarah Morgan,https://www.hebban.nl/auteur/sarah-morgan,61,133,2814,51,2313,131,100,,,26,
354,Cecelia Ahern,https://www.hebban.nl/auteur/cecelia-ahern,65,129,2225,53,1093,129,85,4,,8,
355,Jennifer Niven,https://www.hebban.nl/auteur/jennifer-niven,32,161,837,40,668,161,61,5,,7,
356,Renee Olsthoorn,https://www.hebban.nl/auteur/renee-olsthoorn,184,9,193,4,203,10,44,,,19,
357,Anita Terpstra,https://www.hebban.nl/auteur/anita-terpstra,144,49,1634,28,1010,49,188,76,1,3,
358,Elizabeth Gilbert,https://www.hebban.nl/auteur/elizabeth-gilbert,31,162,2276,63,932,162,106,3,,4,1
359,Gregg Hurwitz,https://www.hebban.nl/auteur/gregg-hurwitz,99,94,1708,37,1005,94,98,4,,6,
360,Beau Charlotte,https://www.hebban.nl/auteur/beau-charlotte,187,6,13,0,30,6,5,,,,
361,Jan Brokken,https://www.hebban.nl/auteur/jan-brokken,66,126,1611,98,1053,126,100,2,3,15,
362,Charlie Mackesy,https://www.hebban.nl/auteur/charlie-mackesy,5,186,1372,76,1236,186,54,,,2,
363,J.J. Voskuil,https://www.hebban.nl/auteur/jj-voskuil,24,166,1160,20,327,73,13,,,1,
364,Fjodor Dostojevski,https://www.hebban.nl/auteur/fjodor-dostojevski,30,160,1330,69,694,154,31,1,,15,
365,J. Sharpe,https://www.hebban.nl/auteur/j-sharpe,146,44,610,28,884,44,177,2,,11,
366,Jean-Paul Colin,https://www.hebban.nl/auteur/jean-paul-colin,188,2,30,0,44,2,7,2,,,
367,Gerard Reve,https://www.hebban.nl/auteur/gerard-reve,29,159,2413,43,340,159,27,7,7,11,
368,Victoria Aveyard,https://www.hebban.nl/auteur/victoria-aveyard,68,119,1053,61,814,119,70,1,,17,
369,Jennifer Donnelly,https://www.hebban.nl/auteur/jennifer-donnelly,60,127,1731,58,1311,127,80,,,6,
370,Emelie Schepp,https://www.hebban.nl/auteur/emelie-schepp,114,72,2742,56,1495,72,119,4,,3,
371,Samantha Stroombergen,https://www.hebban.nl/auteur/samantha-stroombergen,177,9,678,24,747,9,50,12,3,6,
372,Becky Albertalli,https://www.hebban.nl/auteur/becky-albertalli,23,163,1426,38,827,163,98,5,,43,
373,Natalie Koch,https://www.hebban.nl/auteur/natalie-koch,89,96,1127,56,760,91,58,4,1,16,
374,Hay van den Munckhof,https://www.hebban.nl/auteur/hay-van-den-munckhof,177,7,195,2,177,7,65,2,,7,
375,Lydia van Houten,https://www.hebban.nl/auteur/lydia-van-houten,162,22,387,6,594,22,101,1,1,5,
376,Guido Eekhaut,https://www.hebban.nl/auteur/guido-eekhaut,74,110,587,11,298,110,108,10,,1,
377,Miranda Hillers,https://www.hebban.nl/auteur/miranda-hillers,113,71,1144,7,483,71,78,,,9,
378,Pepper Kay,https://www.hebban.nl/auteur/pepper-kay,182,2,149,3,212,1,57,2,,32,
379,Charlotte Brontë,https://www.hebban.nl/auteur/charlotte-bronte,24,159,1841,28,426,159,11,1,1,15,
380,Becca Fitzpatrick,https://www.hebban.nl/auteur/becca-fitzpatrick,61,120,817,16,491,120,36,2,,3,
381,Ronald Giphart,https://www.hebban.nl/auteur/ronald-giphart,91,90,2368,52,730,91,66,29,20,12,
382,Irma Joubert,https://www.hebban.nl/auteur/irma-joubert,55,125,1741,46,769,125,54,,,13,
383,Sarah Lark,https://www.hebban.nl/auteur/sarah-lark,66,114,1807,54,2160,114,68,4,,27,
384,Jonathan Stroud,https://www.hebban.nl/auteur/jonathan-stroud,101,79,628,17,431,79,36,3,1,8,
385,Marina Folkers,https://www.hebban.nl/auteur/marina-folkers,102,76,1391,23,1574,76,198,3,,16,
386,Terrence Lauerhohn,https://www.hebban.nl/auteur/terrence-lauerhohn,170,8,166,9,158,8,104,1,,1,
387,Iris Houx,https://www.hebban.nl/auteur/iris-houx,159,18,309,6,189,18,46,4,1,10,
388,Kelley Armstrong,https://www.hebban.nl/auteur/kelley-armstrong,81,95,1201,24,784,94,43,,,3,
389,Dave Boomkens,https://www.hebban.nl/auteur/dave-boomkens,165,11,99,3,54,11,43,3,2,,
390,Joanne Carlton,https://www.hebban.nl/auteur/joanne-carlton,125,50,504,12,573,50,207,,,2,1
391,Norman Jansen,https://www.hebban.nl/auteur/norman-jansen,163,12,50,3,96,12,25,,,32,1
392,Esther van der Ham,https://www.hebban.nl/auteur/esther-van-der-ham,143,32,266,13,270,32,115,,,11,
393,Jens Henrik Jensen,https://www.hebban.nl/auteur/jens-henrik-jensen,94,80,1635,53,859,80,82,4,,4,
394,Steve Mosby,https://www.hebban.nl/auteur/steve-mosby,117,57,1201,17,570,57,82,2,,,
395,Harper Lee,https://www.hebban.nl/auteur/harper-lee-2,18,156,1299,48,633,155,37,16,2,6,
396,Asa Larsson,https://www.hebban.nl/auteur/asa-larsson,139,35,1024,18,372,35,45,1,,2,
397,Arjen Lubach,https://www.hebban.nl/auteur/arjen-lubach,102,71,1546,52,622,70,43,12,4,3,
398,Carla de Jong,https://www.hebban.nl/auteur/carla-de-jong-3,132,41,1255,31,855,41,136,4,,7,
399,John Steinbeck,https://www.hebban.nl/auteur/john-steinbeck,18,154,1443,27,588,154,32,3,,7,
400,Stuart MacBride,https://www.hebban.nl/auteur/stuart-macbride,111,61,1219,28,776,61,74,2,,,1
401,Kristin Cast,https://www.hebban.nl/auteur/kristin-cast,40,132,1936,34,989,132,32,,,1,
402,V. E. Schwab,https://www.hebban.nl/auteur/schwab-v-e,33,138,1002,93,1559,139,86,3,,13,
403,Katie Fforde,https://www.hebban.nl/auteur/katie-fforde,92,79,3971,64,1982,79,85,,,21,
404,Maggie Stiefvater,https://www.hebban.nl/auteur/maggie-stiefvater,71,99,1112,32,748,99,28,,1,5,
405,Robert Ludlum,https://www.hebban.nl/auteur/robert-ludlum,92,78,2836,50,657,78,64,1,1,2,
406,Gerbrand Bakker,https://www.hebban.nl/auteur/gerbrand-bakker,49,120,1631,21,355,120,61,4,2,1,
407,Jan Wolkers,https://www.hebban.nl/auteur/jan-wolkers,61,108,5298,46,567,108,57,9,9,6,
408,Toon Tellegen,https://www.hebban.nl/auteur/toon-tellegen,71,97,1415,56,577,97,59,6,1,13,
409,Inge Ipenburg,https://www.hebban.nl/auteur/inge-ipenburg,97,71,1052,36,877,71,87,9,2,3,1
410,Gaby Rasters,https://www.hebban.nl/auteur/gaby-rasters,52,116,1399,30,1618,115,198,1,1,30,
411,Frederick Forsyth,https://www.hebban.nl/auteur/frederick-forsyth,93,74,1730,20,483,74,61,5,,,
412,Jolanda Pikkaart,https://www.hebban.nl/auteur/jolanda-pikkaart,155,12,62,6,72,12,15,2,,10,
413,Thomas Mann,https://www.hebban.nl/auteur/thomas-mann,31,135,842,60,677,135,29,,,22,
414,Tom Clancy,https://www.hebban.nl/auteur/tom-clancy,87,78,1801,43,559,78,64,6,1,2,
415,Mariska Overman,https://www.hebban.nl/auteur/mariska-overman,125,40,1491,83,2256,40,180,4,1,4,
416,Jonathan Franzen,https://www.hebban.nl/auteur/jonathan-franzen,32,133,1355,68,546,133,28,2,,,
417,Hector Malot,https://www.hebban.nl/auteur/hector-malot,8,156,2249,16,255,156,27,4,,10,
418,Edward Hendriks,https://www.hebban.nl/auteur/edward-hendriks,156,8,261,2,251,8,48,3,,,
419,Herman Brusselmans,https://www.hebban.nl/auteur/herman-brusselmans,83,80,2248,41,608,80,54,13,6,6,
420,Jasper Polane,https://www.hebban.nl/auteur/jasper-polane,154,9,231,2,212,9,83,8,,1,
421,Elle Kennedy,https://www.hebban.nl/auteur/elle-kennedy,24,138,1779,37,838,136,57,,,7,
422,Sandrone Dazieri,https://www.hebban.nl/auteur/sandrone-dazieri,65,97,964,23,684,97,76,1,,1,
423,C.S. Lewis,https://www.hebban.nl/auteur/cs-lewis,44,118,1426,56,414,117,7,1,,11,
424,Gillian Flynn,https://www.hebban.nl/auteur/gillian-flynn,74,87,1391,27,600,87,56,8,1,2,
425,Julian Barnes,https://www.hebban.nl/auteur/julian-barnes,60,101,1743,74,819,101,76,2,1,6,
426,Jørn Lier Horst,https://www.hebban.nl/auteur/jorn-lier-horst,85,76,2456,113,2670,76,109,3,1,13,
427,Eva Burgers,https://www.hebban.nl/auteur/eva-burgers,73,88,593,24,500,88,77,32,2,1,
428,Blake Crouch,https://www.hebban.nl/auteur/blake-crouch,45,115,1113,25,833,114,72,2,,4,
429,Rino Feys,https://www.hebban.nl/auteur/rino-feys,160,,3,0,2,0,1,,,21,
430,Marie Lu,https://www.hebban.nl/auteur/marie-lu,48,111,1135,43,800,111,63,,,17,
431,Anne Frank,https://www.hebban.nl/auteur/anne-frank,28,131,4199,65,521,131,28,3,,9,
432,Bart-Jan Kazemier,https://www.hebban.nl/auteur/bart-jan-kazemier,35,124,172,7,176,124,22,3,1,1,
433,Joany de Vries,https://www.hebban.nl/auteur/joany-de-vries,157,2,31,1,19,2,7,,,2,
434,Gayle Forman,https://www.hebban.nl/auteur/gayle-forman,55,104,1351,29,783,94,90,2,,21,
435,Dirk Bracke,https://www.hebban.nl/auteur/dirk-bracke,37,121,2100,32,663,121,64,1,,5,
436,Anna Woltz,https://www.hebban.nl/auteur/anna-woltz,46,112,1789,27,472,112,84,4,6,11,
437,Victoria Farkas,https://www.hebban.nl/auteur/victoria-farkas,150,7,115,1,41,7,19,6,,1,
438,Dennis Lehane,https://www.hebban.nl/auteur/dennis-lehane,94,63,1045,16,563,63,87,6,,3,
439,Milan Kundera,https://www.hebban.nl/auteur/milan-kundera,31,126,1381,16,255,126,21,2,1,2,
440,Heather Morris,https://www.hebban.nl/auteur/heather-morris,14,144,2230,63,1950,145,102,,,3,
441,Frank Krake,https://www.hebban.nl/auteur/frank-krake,61,96,1060,40,1654,96,168,13,13,5,1
442,Amanda Stevens,https://www.hebban.nl/auteur/amanda-stevens,73,84,915,15,569,82,39,,,,
443,Lisa Unger,https://www.hebban.nl/auteur/lisa-unger,134,23,987,22,649,23,94,1,,,
444,Stefan Ahnhem,https://www.hebban.nl/auteur/stefan-ahnhem,100,57,1546,48,995,57,109,2,,6,
445,Gillian King,https://www.hebban.nl/auteur/gillian-king,106,51,1592,17,1138,51,106,8,,14,
446,Paul van Loon,https://www.hebban.nl/auteur/paul-van-loon,66,90,2482,34,646,90,97,13,8,18,
447,Stefan Tetelepta,https://www.hebban.nl/auteur/stefan-tetelepta,85,71,467,29,469,71,272,,1,17,
448,Thomas Enger,https://www.hebban.nl/auteur/thomas-enger,101,54,1878,89,1888,54,122,4,,7,
449,Greet Ilegems,https://www.hebban.nl/auteur/greet-ilegems,117,37,157,5,131,37,50,2,,10,
450,Joy Fielding,https://www.hebban.nl/auteur/joy-fielding,106,47,1647,21,877,47,116,1,,,
451,Markus Heitz,https://www.hebban.nl/auteur/markus-heitz,68,85,1361,21,840,85,23,,,4,
452,Ellen Lina,https://www.hebban.nl/auteur/ellen-lina,91,62,335,8,469,62,96,2,,12,
453,Peter Robinson,https://www.hebban.nl/auteur/peter-robinson,115,37,1936,22,944,37,169,5,,2,
454,Ian Rankin,https://www.hebban.nl/auteur/ian-rankin,119,32,1401,17,453,32,89,6,5,1,1
455,Jaimie Pisonier,https://www.hebban.nl/auteur/jaimie-pisonier,146,5,43,0,20,5,28,,,15,
456,Maeve Binchy,https://www.hebban.nl/auteur/maeve-binchy,73,77,2438,23,561,77,47,,,20,
457,Guillaume Musso,https://www.hebban.nl/auteur/guillaume-musso,90,60,1802,36,974,60,92,,,6,1
458,Maria Genova,https://www.hebban.nl/auteur/maria-genova,92,58,797,22,589,58,81,3,,4,
459,Marijke Verhoeven,https://www.hebban.nl/auteur/marijke-verhoeven,110,40,1066,36,1428,40,111,3,2,,
460,Floortje Zwigtman,https://www.hebban.nl/auteur/floortje-zwigtman,87,63,621,20,348,63,40,8,1,7,
